id,phase,phase_title,owner,stage,depends_on,work,acceptance,state
E27-O04,E27,"Public website, onboarding and product education",ui-visual,P1 + public W0-W6,"E02, E10","Validate domains/TLS, redirects, sitemap/robots, metadata, social cards, accessibility, contact/status paths and analytics consent.","Broken links, stale build claims and misleading availability text block the relevant launch; SEO never advertises unsupported features.",planned
E28-O01,E28,"Distribution contract, web install and update pipeline",delivery-reliability,P1 + GA,"E02, E07, E09, E26","Decide the initial supported download/install channels: browser, installable web app, native iPad and/or desktop packages.",The release manifest distinguishes app installation from .arq project download; required native channels have explicit launch dependencies E44/E45.,planned
E28-O02,E28,"Distribution contract, web install and update pipeline",delivery-reliability,P1 + GA,"E02, E07, E09, E26","Build reproducible web artefacts and evaluate installable PWA behaviour, manifest/icons/offline cache and file associations.","If PWA is selected, clean install, offline reopen, update and uninstall pass on each claimed platform; if not, marketing says browser access plainly.",planned
E28-O03,E28,"Distribution contract, web install and update pipeline",delivery-reliability,P1 + GA,"E02, E07, E09, E26","Bind deploys, Worker/WASM assets, cache headers, source maps and provenance to one candidate.",Mixed old/new assets and update-during-edit cannot corrupt work; failed update preserves the compatible previous app and project copy.,planned
E28-O04,E28,"Distribution contract, web install and update pipeline",delivery-reliability,P1 + GA,"E02, E07, E09, E26","Activate Engineering OS required gates separately from branch migration; verify environment reviewers, preview access, deployment quotas and rollback.","A deliberately bad candidate is rejected, an approved candidate deploys, routes verify the expected SHA and rollback respects schema compatibility.",planned
E29-O01,E29,Controlled architect alpha,qa-release,P1A,"E25, E26",Recruit the approved architect cohort and use real task-driven projects under the alpha support envelope.,"Existing research targets are completed or explicitly reconciled; participants know storage, limitations and recovery before using valuable work.",planned
E29-O02,E29,Controlled architect alpha,qa-release,P1A,"E25, E26","Observe independent authoring, edits, paper output, portable copy and interruption recovery.","Task success, time, assistance, trust comprehension and severity are recorded; polished demos cannot substitute for sessions.",planned
E29-O03,E29,Controlled architect alpha,qa-release,P1A,"E25, E26",Fix P0/P1 and repeated usability failures through bounded existing owner issues.,"Reproduction, regression fixture and retest link each finding to the integrated candidate; alpha does not expand scope to avoid finishing Core.",planned
E29-O04,E29,Controlled architect alpha,qa-release,P1A,"E25, E26",Review findings and accept or reject the Core baseline.,"Owner acceptance, CTO reconciliation and rerun protected workflow precede P2 expansion; missing human evidence remains a visible blocker.",planned
E30-O01,E30,Public beta and release-candidate campaign,qa-release,GA runway,"E29, E27, E28",Expand gradually to the declared OS/browser/project-size envelope with clear beta labelling and support capacity.,"Cohort admission is reversible, real projects can export out and all feedback has triage ownership.",planned
E30-O02,E30,Public beta and release-candidate campaign,qa-release,GA runway,"E29, E27, E28","Run longitudinal crash, recovery, export and upgrade tests plus accessibility/usability retests.",Approved reliability denominators and confidence windows are met; low volume is reported rather than interpreted as perfect reliability.,planned
E30-O03,E30,Public beta and release-candidate campaign,qa-release,GA runway,"E29, E27, E28","Freeze a candidate and audit all user-visible commands, documentation claims, legal text and known issues.",No required feature is a placeholder; every enabled command has happy/error/recovery evidence on the frozen build.,planned
E30-O04,E30,Public beta and release-candidate campaign,qa-release,GA runway,"E29, E27, E28","Rehearse release, service outage, credential rotation and data-compatible rollback.",Incident owners can execute the runbook and retain users' latest compatible work; critical failures reset the candidate gate.,planned
E31-O01,E31,Stable Core launch and public availability,delivery-reliability,GA Core,E30,"Publish versioned stable artefacts, release notes, support matrix and checksums/provenance for the approved channel.",Public try/download/install links resolve to the verified version from a clean non-developer environment.,planned
E31-O02,E31,Stable Core launch and public availability,delivery-reliability,GA Core,E30,"Verify install/first-run, sample/new/open, offline use, export, update and recovery from the public distribution path.","Website SHA, artefact hashes and actual runtime version agree; no developer-only dependency is required.",planned
E31-O03,E31,Stable Core launch and public availability,delivery-reliability,GA Core,E30,Roll out in monitored cohorts with explicit stop/rollback triggers.,Crash/error/support metrics stay within the accepted budget; a P0/P1 or confirmed data-integrity incident stops rollout immediately.,planned
E31-O04,E31,Stable Core launch and public availability,delivery-reliability,GA Core,E30,Record the Core GA decision and ongoing ownership.,Core availability is distinct from completion of the mature P0-P10 vision; later features remain visibly staged until their own gates pass.,planned
E32-O01,E32,Stable operations and reliability growth,incident-commander,Continuous,E31,"Operate triage, patch releases, compatibility checks and support service with user-impact priorities.","Each critical defect has a reproduction, owner, response clock and verified customer-facing resolution.",planned
E32-O02,E32,Stable operations and reliability growth,incident-commander,Continuous,E31,"Review reliability/error budgets, regressions, support causes and adoption cohorts at agreed intervals.",New feature rollout pauses when critical stability targets regress; the denominator and observation period are visible.,planned
E32-O03,E32,Stable operations and reliability growth,incident-commander,Continuous,E31,"Maintain dependency/security updates, backup restore drills and platform end-of-support policy.",Supported releases receive fixes; users get compatible migration/export routes before a channel is retired.,planned
E32-O04,E32,Stable operations and reliability growth,incident-commander,Continuous,E31,Refresh roadmap from measured architect outcomes and postmortems.,New work maps to evidence and existing scope owners; roadmap maintenance never reclassifies an unverified capability as shipped.,planned
E33-O01,E33,"Cloud identity, tenancy and commercial services",security,P2 enabling,"E29, E09, E26","Implement the API beyond its current stub with authentication/session recovery, account settings and tenant/project permissions.","Cross-tenant object access, revocation, expired tokens and anonymous routes fail closed; offline local authoring remains useful.",planned
E33-O02,E33,"Cloud identity, tenancy and commercial services",security,P2 enabling,"E29, E09, E26","Build object storage, semantic snapshot upload, jobs, rate limits, idempotency and regional/retention controls.","Resumable transfer, retry, deletion and restore tests preserve identity and prevent duplicates or leaked project data.",planned
E33-O03,E33,"Cloud identity, tenancy and commercial services",security,P2 enabling,"E29, E09, E26",Add hosted billing/entitlements only if paid cloud is selected.,"Signed idempotent webhooks, cancellation, grace periods, refunds and quota boundaries cannot trap local project files.",planned
E33-O04,E33,"Cloud identity, tenancy and commercial services",security,P2 enabling,"E29, E09, E26","Qualify backups, disaster recovery, load, abuse/cost controls and on-call ownership.",Restore drills meet approved RPO/RTO; capacity and service-cost measurements precede promises or public SLAs.,planned
E34-O01,E34,Universal fidelity and bounded exchange,interoperability,P2,"E29, E09, E03","Use one staged import/export fidelity report for preserved, approximated, flattened, omitted and opaque-preserved content.","Source file, version, unit/origin transform and losses are inspectable before canonical commit.",planned
E34-O02,E34,Universal fidelity and bounded exchange,interoperability,P2,"E29, E09, E03","Ship the declared DXF linework import/export subset with layer/style, units and coordinate reconciliation.",Representative external corpus files compare with independent readers; unsupported entities never disappear without a report.,planned
E34-O03,E34,Universal fidelity and bounded exchange,interoperability,P2,"E29, E09, E03","Wire IFC viewing, property inspection and bounded coordination over existing adapters.",Large/corrupt/mixed-unit models respect resource limits; IFC viewing is not marketed as full IFC authoring.,planned
E34-O04,E34,Universal fidelity and bounded exchange,interoperability,P2,"E29, E09, E03",Test cancel/retry/memory pressure and all export deliveries from current revision.,Failed import cannot replace the open model; failed download cannot report success; reversible staging and provenance survive supported workflows.,planned
E35-O01,E35,Revision-bound sharing and review,security,P2,"E33, E34","Implement review snapshots/share links with scope, expiry, revocation and viewer permissions.","Server-side enforcement prevents stale links, previews and cache paths from exposing revoked projects.",planned
E35-O02,E35,Revision-bound sharing and review,security,P2,"E33, E34",Anchor comments/issues to explicit project revision and stable semantic references.,Deleted/changed objects and inaccessible snapshots have honest stale/missing states rather than silently moving anchors.,planned
E35-O03,E35,Revision-bound sharing and review,security,P2,"E33, E34",Provide semantic revision comparison and review resolution with accessible navigation.,Differences represent supported model/document changes and distinguish missing data from unchanged data.,planned
E35-O04,E35,Revision-bound sharing and review,security,P2,"E33, E34","Prove offline reconnect, duplicated events, account removal and restore.",Review cannot silently become concurrent authoring; local copies and cloud shared snapshots have clear ownership and durability states.,planned
E36-O01,E36,"Read-only Agent, proposals and Review Centre",ai-arqscript,P3,"E35, E05","Wire the existing governed MCP host to explicit project/revision context, scoped grants, expiry and revocation.","Read-only explain/query is product-reachable without granting hidden file paths, database queries or mutation tools.",planned
E36-O02,E36,"Read-only Agent, proposals and Review Centre",ai-arqscript,P3,"E35, E05","Build proposal objects with intent, assumptions, affected IDs, validation, source provenance, cost and predicted document impact.",Ambiguous requests ask for bounded inputs or produce a clearly marked proposal; uncertainty is not invented geometry.,planned
E36-O03,E36,"Read-only Agent, proposals and Review Centre",ai-arqscript,P3,"E35, E05",Integrate Review Centre diff and Plan/3D/document highlights with usable keyboard and screen-reader navigation.,The user can inspect what will change before approval and identify the exact revision being reviewed.,planned
E36-O04,E36,"Read-only Agent, proposals and Review Centre",ai-arqscript,P3,"E35, E05","Handle streaming, cancel, timeout, interrupted provider runs and grant loss.","Failures preserve the model, partial output cannot look committed, and private project data stays inside the approved data policy.",planned
E37-O01,E37,"Approved Agent actions, Skills and adversarial evaluation",ai-arqscript,P3 gate,E36,Apply approved proposals through the canonical validation/operation/persistence path with revision checks and grouped undo.,"Stale, unauthorised or partially invalid plans fail closed; applied changes publish/reopen and undo as a coherent operation group.",planned
E37-O02,E37,"Approved Agent actions, Skills and adversarial evaluation",ai-arqscript,P3 gate,E36,"Version reusable Skills with capability requirements, input schema, review level and provenance.",Revoked/incompatible Skills are refused; execution remains auditable and no arbitrary script bypasses typed operations.,planned
E37-O03,E37,"Approved Agent actions, Skills and adversarial evaluation",ai-arqscript,P3 gate,E36,"Build task, regression and red-team evaluations for ambiguous intent, prompt injection, destructive scope and cost exhaustion.","Acceptance measures task success, invalid-action refusal, semantic fidelity and reversibility, not just fluent responses.",planned
E37-O04,E37,"Approved Agent actions, Skills and adversarial evaluation",ai-arqscript,P3 gate,E36,Run real supported client sessions and integrate support/kill switches.,"An external AI client can complete an approved bounded architectural change under the same grant, review and recovery contract as the native UI.",planned
E38-O01,E38,ARQ Connect and first external host,ai-arqscript,P4,E37,"Define Host Adapter SDK with document identity/revision, context, capabilities, typed tools, transactions, undo and result verification.",The host file remains authoritative; generic screen automation cannot claim semantic CAD control.,planned
E38-O02,E38,ARQ Connect and first external host,ai-arqscript,P4,E37,"Run a host bake-off across requested candidate ecosystems using current APIs, licences and user workflows.",Connector 0 is selected from evidence and distribution/support feasibility; no Revit/Rhino/SketchUp/AutoCAD/Blender/Archicad parity promise by assumption.,planned
E38-O03,E38,ARQ Connect and first external host,ai-arqscript,P4,E37,Implement one useful read and reviewed reversible write workflow with host-native undo.,"Wrong-document, stale-document, permission denial, crash and mid-command document switch fail safely.",planned
E38-O04,E38,ARQ Connect and first external host,ai-arqscript,P4,E37,"Package installer/update/uninstall, host-version compatibility, diagnostics and connector conformance tests.","A clean supported machine can install, perform the protected action, roll back and remove the connector without damaging host documents.",planned
E39-O01,E39,Advanced documentation and controlled professional exchange,interoperability,R3 / P10 subset,"E37, E20, E34",Add door/window/room schedules with stable properties and live revision binding.,"Rows reconcile with canonical entities and units; edits, deletes and type changes invalidate schedules predictably.",planned
E39-O02,E39,Advanced documentation and controlled professional exchange,interoperability,R3 / P10 subset,"E37, E20, E34","Qualify bounded sections/elevations with cuts, visibility and annotation rules.",Independent reference drawings verify geometry and dimension consistency; unsupported constructions are reported.,planned
E39-O03,E39,Advanced documentation and controlled professional exchange,interoperability,R3 / P10 subset,"E37, E20, E34","Implement a controlled IFC export subset, classification mappings and loss reports.",External-tool validation and representative round trips show the supported boundary without promising full BIM authoring fidelity.,planned
E39-O04,E39,Advanced documentation and controlled professional exchange,interoperability,R3 / P10 subset,"E37, E20, E34","Expand sheet sets, revision tables, document issue/publish and printing only through accepted scope decisions.",Issued output has immutable revision provenance and reissued documents cannot silently reuse stale render caches.,planned
E40-O01,E40,Visualise and Present,rendering-performance,P5,"E37, E18","Create saved camera/view and output provenance for materials, lighting, environment and presentation.","Each result records project revision, camera and settings and becomes stale when the relevant model changes.",planned
E40-O02,E40,Visualise and Present,rendering-performance,P5,"E37, E18",Separate strict-geometry visualisation from creative imagery in UI and data.,Geometry-preserving modes pass measured fidelity tests; creative results never become authoritative geometry.,planned
E40-O03,E40,Visualise and Present,rendering-performance,P5,"E37, E18","Implement provider/renderer cancellation, privacy, budget limits and failure recovery.",A failed or expensive run cannot mutate the project or leave unexplained charges/cost consumption.,planned
E40-O04,E40,Visualise and Present,rendering-performance,P5,"E37, E18",Deliver presentation boards/walkthroughs with export and accessibility requirements.,Outputs are supportable and reproducible enough to diagnose; user studies demonstrate value beyond attractive demo images.,planned
E41-O01,E41,"Firm standards, libraries and precedent knowledge",product-architecture,P6,"E35, E37","Create versioned templates, types/material libraries and firm standards with explicit apply/update operations.",Library changes preview impact and preserve local overrides under a documented policy.,planned
E41-O02,E41,"Firm standards, libraries and precedent knowledge",product-architecture,P6,"E35, E37","Add explainable rule graphs with source/version, applicability and evidence.",Pass/warn/fail is traceable and does not imply professional approval or universal code compliance.,planned
E41-O03,E41,"Firm standards, libraries and precedent knowledge",product-architecture,P6,"E35, E37",Build permission-aware precedent search and project knowledge with source revision citations.,"Cross-firm/project information cannot leak through embeddings, caches, search snippets or Agent context.",planned
E41-O04,E41,"Firm standards, libraries and precedent knowledge",product-architecture,P6,"E35, E37",Govern firm Skills with publish/revoke/version lifecycle and offline behaviour.,Revocation and incompatibility are explicit; users retain local project ownership when firm services are unavailable.,planned
E42-O01,E42,"Site, programme, analysis and generative alternatives",geometry-bim,P7,"E41, E03","Represent site/lot, orientation, levels, programme and constraints as typed sourced inputs.","Coordinate systems, units, provenance, applicability and missing inputs are visible before any analysis or generation.",planned
E42-O02,E42,"Site, programme, analysis and generative alternatives",geometry-bim,P7,"E41, E03",Implement bounded layout/furnishing alternatives with deterministic validation and editable semantic output.,"Alternatives state assumptions, score constraint satisfaction and never bypass the canonical operation/review path.",planned
E42-O03,E42,"Site, programme, analysis and generative alternatives",geometry-bim,P7,"E41, E03","Qualify area/quantity/cost and environmental metrics with reference datasets, location/date/rate assumptions and uncertainty.",Quantities reconcile with the model; heuristic cost or simulation output is not presented as a certified estimate.,planned
E42-O04,E42,"Site, programme, analysis and generative alternatives",geometry-bim,P7,"E41, E03",Add jurisdiction/version-specific checks only with qualified domain review.,"Rules record edition, building/use category, exclusions and overrides; English room names or hard-coded thresholds cannot establish compliance.",planned
E43-O01,E43,Concurrent collaboration and revision intelligence,arqfs-recovery,P8,"E35, E37","Define concurrent semantic edit model, authority and conflict classes before enabling shared mutation.","Transport uses versioned operations/snapshots, never raw SQLite pages, and preserves local recovery.",planned
E43-O02,E43,Concurrent collaboration and revision intelligence,arqfs-recovery,P8,"E35, E37","Implement offline queues, ordering, deduplication, retry, safe rebase and permission revalidation.",Partitions and out-of-order events converge for the declared subset or surface explicit conflicts without lost intent.,planned
E43-O03,E43,Concurrent collaboration and revision intelligence,arqfs-recovery,P8,"E35, E37","Provide presence, ownership/conflict resolution, design options and revision history where validated.",Presence is not mistaken for durability; conflict UI shows alternatives and consequences and supports reversible resolution.,planned
E43-O04,E43,Concurrent collaboration and revision intelligence,arqfs-recovery,P8,"E35, E37",Run multi-client chaos/load/restore and mixed-version compatibility campaigns.,"Revoked writers, stale clients, server loss and concurrent host deletion never create silent corruption or cross-tenant exposure.",planned
E44-O01,E44,"Native iPad, Files and spatial capture",arqfs-recovery,P9,"E29, E22, E28",Select native architecture with shared-core/FFI and document identity contracts based on measured platform need.,No native-only storage authority makes supported web/native .arq exchange lossy or unreadable.,planned
E44-O02,E44,"Native iPad, Files and spatial capture",arqfs-recovery,P9,"E29, E22, E28","Implement Files/open-in/share/export, background/foreground, offline editing and interrupted-write recovery.","Real hardware retains portable data under app termination, storage pressure, picker cancellation and OS update.",planned
E44-O03,E44,"Native iPad, Files and spatial capture",arqfs-recovery,P9,"E29, E22, E28",Add supported Pencil hover/double tap/squeeze/haptic behaviours and keyboard/trackpad/VoiceOver parity.,Exact hardware/OS combinations pass physical tests and unsupported combinations degrade gracefully.,planned
E44-O04,E44,"Native iPad, Files and spatial capture",arqfs-recovery,P9,"E29, E22, E28","Prototype RoomPlan/LiDAR capture with calibration/accuracy and correction UX, then qualify App Store/TestFlight distribution.","Capture states measurement limitations; install/update/uninstall, privacy/permission disclosures and store review obligations are satisfied before public availability.",planned
E45-O01,E45,Desktop downloads and native update lifecycle,delivery-reliability,Distribution extension,"E31, E28, E09",Decide whether macOS/Windows and optionally Linux native shells materially improve file/workflow reliability over the browser.,"A documented ADR selects platform/toolkit/support versions; this is a proposed extension, not an existing desktop implementation claim.",planned
E45-O02,E45,Desktop downloads and native update lifecycle,delivery-reliability,Distribution extension,"E31, E28, E09","Build signed/notarised or platform-appropriate packages, file associations, single-instance document opening and native save dialogs.",Clean machines install and launch without developer tools; source files and shared-core invariants remain protected.,planned
E45-O03,E45,Desktop downloads and native update lifecycle,delivery-reliability,Distribution extension,"E31, E28, E09","Deliver authenticated update metadata, staged rollout, compatible downgrade/rollback and offline update failure handling.",Tampered/interrupted updates refuse safely and never migrate the only good project copy irreversibly.,planned
E45-O04,E45,Desktop downloads and native update lifecycle,delivery-reliability,Distribution extension,"E31, E28, E09","Test install/update/repair/uninstall, entitlements, antivirus/Gatekeeper behaviour, paths/Unicode and enterprise restrictions.","Public download links, checksums, support matrix and release notes match the tested binary; uninstall clearly distinguishes app removal from user data deletion.",planned
E46-O01,E46,Advanced architecture and specialist ecosystem,product-architecture,P10,"E38, E39, E40, E41, E42, E43","Prioritise curved walls, slabs, stairs/railings, roofs, families, renovation/design options and richer modelling from real unmet demand.",Each selected capability gets an ADR/semantic contract and a separate fixture/evidence campaign; speculative catalogue rows remain gated.,planned
E46-O02,E46,Advanced architecture and specialist ecosystem,product-architecture,P10,"E38, E39, E40, E41, E42, E43","Evaluate BCF, IDS/bSDD, glTF/GLB, STEP, DWG/RVT and structural/MEP interfaces according to actual use and licences.",Exact supported directions/subsets and losses are published; no blanket incumbent compatibility or professional safety claim.,planned
E46-O03,E46,Advanced architecture and specialist ecosystem,product-architecture,P10,"E38, E39, E40, E41, E42, E43","Create a versioned extension SDK with sandboxing, permissions, signing, compatibility discovery and safe-open quarantine.",At least one third-party-style extension works without privileged core access and a malicious/broken extension cannot compromise projects.,planned
E46-O04,E46,Advanced architecture and specialist ecosystem,product-architecture,P10,"E38, E39, E40, E41, E42, E43",Establish marketplace/moderation/licensing/support policies before external extension distribution.,"Abuse, revocation, compromised packages, abandoned extensions and migration ownership have rehearsed procedures.",planned
E47-O01,E47,"Mature-product acceptance, evolution and retirement",qa-release,P10 exit + lifecycle,"E32, E38, E39, E40, E41, E42, E43, E44, E45, E46","Reconcile the accepted mature scope against every feature, issue, branch, risk, decision and distribution promise.",#367 closes only when required P10 outcomes pass or an explicit owner-approved successor records every deferred obligation.,planned
E47-O02,E47,"Mature-product acceptance, evolution and retirement",qa-release,P10 exit + lifecycle,"E32, E38, E39, E40, E41, E42, E43, E44, E45, E46","Run representative end-to-end journeys spanning manual authoring, documents, exchange, Agent, connectors, collaboration and native channels.","No enabled surface bypasses identity, validation, durability, accessibility, privacy or support contracts.",planned
E47-O03,E47,"Mature-product acceptance, evolution and retirement",qa-release,P10 exit + lifecycle,"E32, E38, E39, E40, E41, E42, E43, E44, E45, E46","Define long-term format compatibility, old-version readers/exporters, security support and upgrade communication.",Users can retain and open their own data through supported transitions; migration/rollback is demonstrated with historical fixtures.,planned
E47-O04,E47,"Mature-product acceptance, evolution and retirement",qa-release,P10 exit + lifecycle,"E32, E38, E39, E40, E41, E42, E43, E44, E45, E46","Plan feature/service retirement, account closure, connector removal and final data export.","Notice, retention/deletion, backup expiry and offline archive access follow approved policies; product shutdown does not strand user projects.",planned
