id,title,state,phases,source,url,disposition,routing_basis,body,head,base,head_branch,base_branch,ahead_main,behind_main,file_count,files,failed_checks
COMPONENT:CMP-072-sync-state,CMP-072: Sync state,specified; runtime coverage not certified,"[""E43""]",docs/components/CMP-072-sync-state.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-072-sync-state.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-073-offline-indicator,CMP-073: Offline indicator,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-073-offline-indicator.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-073-offline-indicator.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-074-conflict-resolver,CMP-074: Conflict resolver,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-074-conflict-resolver.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-074-conflict-resolver.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-075-ai-request-field,CMP-075: AI request field,specified; runtime coverage not certified,"[""E36""]",docs/components/CMP-075-ai-request-field.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-075-ai-request-field.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-076-ai-proposal-panel,CMP-076: AI proposal panel,specified; runtime coverage not certified,"[""E36""]",docs/components/CMP-076-ai-proposal-panel.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-076-ai-proposal-panel.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-077-ai-operation-row,CMP-077: AI operation row,specified; runtime coverage not certified,"[""E36""]",docs/components/CMP-077-ai-operation-row.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-077-ai-operation-row.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-078-filter-bar,CMP-078: Filter bar,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-078-filter-bar.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-078-filter-bar.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-079-tag-or-status-badge,CMP-079: Tag or status badge,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-079-tag-or-status-badge.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-079-tag-or-status-badge.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-080-pattern-swatch,CMP-080: Pattern swatch,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-080-pattern-swatch.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-080-pattern-swatch.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-081-file-row,CMP-081: File row,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-081-file-row.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-081-file-row.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-082-job-progress,CMP-082: Job progress,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-082-job-progress.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-082-job-progress.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-083-support-bundle-control,CMP-083: Support bundle control,specified; runtime coverage not certified,"[""E23""]",docs/components/CMP-083-support-bundle-control.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-083-support-bundle-control.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-084-coachmark,CMP-084: Coachmark,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-084-coachmark.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-084-coachmark.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:README,Component specifications,specified; runtime coverage not certified,"[""E10""]",docs/components/README.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/README.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
